REFERENCE: tag,REFERENCE: doi,FORMULA,Internal Reference #,Original DOI,PROPERTY: Type of phases,PROPERTY: Single/Multiphase,PROPERTY: synthesis method,PROPERTY: grain size ($\mu$m),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Exp. Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: comment,
J116,10.1016/j.msea.2019.01.083,Fe40.4Ni11.3Mn34.8Al7.5Cr6,,,,,AC,,,,T,25,159 $\pm$ 11,535 $\pm$ 21,,40.8 $\pm$ 3,,,,,,
J116,10.1016/j.msea.2019.01.083,Fe40.4Ni11.3Mn34.8Al7.5Cr6,,,,M,A,,,,T,25,409 $\pm$ 12,584 $\pm$ 26,,10.5 $\pm$ 3,,,,,marked as multiphase,
J116,10.1016/j.msea.2019.01.083,(Fe40.4Ni11.3Mn34.8Al7.5Cr6)98.9C1.1,,,,,AC,,,,T,25,355 $\pm$ 7,1174 $\pm$ 19,,49.5 $\pm$ 0.6,,,,,,
J116,10.1016/j.msea.2019.01.083,(Fe40.4Ni11.3Mn34.8Al7.5Cr6)98.9C1.1,,,,M,A,,,,T,25,954 $\pm$ 49,978 $\pm$ 39,,2 $\pm$ 0.2,,,,,marked as multiphase,
J117,10.1007/s00339-019-2484-1,TiZrHf,,,2HCP,M,AC,,,211,C,25,773,,17,,,,,,changed to two HCP phases,
J117,10.1007/s00339-019-2484-1,TiZrHfSc,,,2HCP,M,AC,,,233,C,25,1001,,21.9,,,,,,changed to two HCP phases,
J117,10.1007/s00339-019-2484-1,TiZrHfY,,,2HCP,M,AC,,,241,C,25,554,,17.7,,,,,,changed to two HCP phases,
J117,10.1007/s00339-019-2484-1,TiZrHfScY,,,2HCP,M,AC,,,256,C,25,793,,15.7,,,,,,changed to two HCP phases,
J118,10.1007/s10853-018-03196-8,NiCoFeCrGa,,,FCC + BCC,M,AC,,,,,,,,,,,,,,Induction Melting,
J119,10.1007/s00339-019-2506-z,Co30Cr10Fe10Al18Ni32,,,FCC + BCC,M,AC,,,305.4 $\pm$ 6.1,C,25,1129.4,,16.7,,,,,,,
J119,10.1007/s00339-019-2506-z,Co30Cr10Fe10Al18Ni31Mo1,,,FCC + BCC,M,AC,,,357.3 $\pm$ 9.4,C,25,1159.7,,18.2,,,,,,,
J119,10.1007/s00339-019-2506-z,Co30Cr10Fe10Al18Ni30Mo2,,,FCC + BCC,M,AC,,,362.6 $\pm$ 8.2,C,25,1250.8,,14.7,,,,,,,
J119,10.1007/s00339-019-2506-z,Co30Cr10Fe10Al18Ni29Mo3,,,FCC + BCC,M,AC,,,359.7 $\pm$ 4.7,C,25,1198.3,,14.5,,,,,,,
J120,10.3390/met9030351,Fe24.1Co24.1Cr24.1Ni24.1Mo3.6,,,FCC + sigma,M,SPS,,,210,,,,,,,,,,,"No mechanical data, changed to multiphase",
J121,10.1007/s11665-018-3837-1,CoCrCuFeNi,,,FCC,S,AC,,,,C,25,300,,50.2,,,,,,,
J121,10.1007/s11665-018-3837-1,(CoCrCuFeNi)96V4,,,FCC + Cu phase,M,AC,,,,C,25,303,,50.2,,,,,,changed to multiphase,
J121,10.1007/s11665-018-3837-1,(CoCrCuFeNi)92V8,,,FCC + Cu phase,M,AC,,,,C,25,307,,50.2,,,,,,changed to multiphase,
J121,10.1007/s11665-018-3837-1,(CoCrCuFeNi)88V12,,,FCC + Sigma + Cu phase,M,AC,,,,C,25,330,,50.2,,,,,,changed to multiphase,
J121,10.1007/s11665-018-3837-1,(CoCrCuFeNi)84V16,,,FCC + Sigma + Cu phase,M,AC,,,,C,25,616,,28,,,,,,changed to multiphase,
J122,10.3390/e21020122,CoCrNiCuZn,,,FCC,S,SPS,500,5.26,,C,25,,,,,,,,,,
J122,10.3390/e21020122,CoCrNiCuZn,,,FCC,S,SPS,500,6.26,,C,25,,,,,,,,,,
J122,10.3390/e21020122,CoCrNiCuZn,,,FCC,S,SPS,500,7.84,,C,25,,,,,,,,,,
J122,10.3390/e21020122,CoCrNiCuZn,,,FCC,S,SPS,500,7.89,615,C,25,,,,,,,,,,
J123,10.3390/e21020114,HfNbTaTiZr,,,BCC,S,AC,500,,359,T,25,1155,1212,12.3,,59,,,,,
J123,10.3390/e21020114,NbTaTiZr,,,BCC,S,AC,500,,358,T,25,1144,1205,6.4,,98,,,,,
J123,10.3390/e21020114,NbTaTi,,,BCC,S,AC,500,,246,T,25,620,683,18.5,,143,,,,,
J123,10.3390/e21020114,TaTiZr,,,BCC + ,M,AC,500,,485,T,25,,284,0,,157,,,,changed to multiphase,
J123,10.3390/e21020114,NbTiZr,,,BCC,S,AC,500,,295,T,25,956,991,14.2,,88,,,,,
J123,10.3390/e21020114,Nb1.5TaTiZr0.5,,,BCC + ,M,AC,500,,294,T,25,822,852,0.33,,127,,,,changed to multiphase,
J123,10.3390/e21020114,Nb0.5TaTiZr1.5,,,BCC + ,M,AC,500,,489,T,25,,843,0,,93,,,,changed to multiphase,
J124,10.1016/j.msea.2018.12.020,AgAlNbTiZn,,,,M,A,,4.75,,,,,,,,,,,,changed to multiphase,
J124,10.1016/j.msea.2018.12.020,AgAlNbTiZn,,,,M,A,,5.78,,,,,,,,,,,,changed to multiphase,
J124,10.1016/j.msea.2018.12.020,AgAlNbTiZn,,,,M,A,,5.79,,,,,,,,,,,,changed to multiphase,
J124,10.1016/j.msea.2018.12.020,AgAlNbTiZn,,,,M,A,,5.51,,,,,,,,,,,,changed to multiphase,
J124,10.1016/j.msea.2018.12.020,AgAlNbTiZn,,,,M,A,,,,,,,,,,,,,,changed to multiphase,
J125,10.1155/2019/2157592,Fe31Mn28 Ni15Al24,,,,,AC,,,310,,,,,,,,,,,,
J125,10.1155/2019/2157592,Fe31Mn28 Ni15Al24Ti0.8,,,,,AC,,,330,,,,,,,,,,,,
J125,10.1155/2019/2157592,Fe31Mn28 Ni15Al24Ti3,,,,,AC,,,500,,,,,,,,,,,,
J125,10.1155/2019/2157592,Fe31Mn28 Ni15Al24,,,,,A,,,340,,,,,,,,,,,,
J125,10.1155/2019/2157592,Fe31Mn28 Ni15Al24Ti0.8,,,,,A,,,410,,,,,,,,,,,,
J125,10.1155/2019/2157592,Fe31Mn28 Ni15Al24Ti3,,,,,A,,,495,,,,,,,,,,,,
J125,10.1155/2019/2157592,Fe31Mn28 Ni15Al24,,,,,A,,,330,,,,,,,,,,,,
J125,10.1155/2019/2157592,Fe31Mn28 Ni15Al24Ti0.8,,,,,A,,,330,,,,,,,,,,,,
J125,10.1155/2019/2157592,Fe31Mn28 Ni15Al24Ti3,,,,,A,,,490,,,,,,,,,,,,
J126,10.1080/00325899.2019.1576389,AlCrFeNiCoC,,,FCC + BCC,M,SPS,,,,,,,,,,,,,,,
J128,10.1007/s11106-019-00012-z,CrFeNiCuTi,,,FCC + BCC,M,AC,,,,,,,,,,,,,,No Mechanical Data,
J128,10.1007/s11106-019-00012-z,CrFeNiCuTi,,,FCC + BCC,M,HF + A,,,,,,,,,,,,,,,
J128,10.1007/s11106-019-00012-z,CrFeNiCuTi,,,FCC + BCC,M,HF + A,,,,,,,,,,,,,,,
J128,10.1007/s11106-019-00012-z,CrFeNiCuTi,,,FCC + BCC,M,HF + A,,,,,,,,,,,,,,,
J129,10.1080/00325899.2018.1554834,CrMnFeCoNi,,,FCC  ,S,SPS,0.03,7.753,435 $\pm$ 25,C,25,1100,,47,,,,,,,
J130,10.1007/s11665-018-3822-8,CuCrFeNiAl0.5,,,FCC,S,AC,,,226,,,,,,,,,,,,
J130,10.1007/s11665-018-3822-8,CuCrFeNiAl0.5,,,FCC,S,CR + A,,,287,,,,,,,,,,,,
J131,10.3390/e21010015,HfMoNbTaTiZr,,,BCC,S,AC,,,,C,25,1512,,12,,,,,,,
J131,10.3390/e21010015,HfMoTaTiZr,,,BCC,S,AC,,,,C,25,1600,,4,,,,,,,
J131,10.3390/e21010015,HfMoNbTiZr,,,BCC,S,AC,,,,C,25,1351,,20,,,,,,,
J131,10.3390/e21010015,HfMoNbTaZr,,,BCC,S,AC,,,,C,25,1524,,16,,,,,,,
J131,10.3390/e21010015,HfMoNbTaTi ,,,BCC,S,AC,,,,C,25,1369,,27,,,,,,,
J131,10.3390/e21010015,HfMoNbTaTiZr,,,BCC,S,AC,,,,C,800,1007,,,,,,,,,
J131,10.3390/e21010015,HfMoTaTiZr,,,BCC,S,AC,,,,C,800,1045,,,,,,,,,
J131,10.3390/e21010015,HfMoNbTiZr,,,BCC,S,AC,,,,C,800,829,,,,,,,,,
J131,10.3390/e21010015,HfMoNbTaZr,,,BCC,S,AC,,,,C,800,1005,,,,,,,,,
J131,10.3390/e21010015,HfMoNbTaTi ,,,BCC,S,AC,,,,C,800,822,,,,,,,,,
J131,10.3390/e21010015,HfMoNbTaTiZr,,,BCC,S,AC,,,,C,1000,814,,,,,,,,,
J131,10.3390/e21010015,HfMoTaTiZr,,,BCC,S,AC,,,,C,1000,855,,,,,,,,,
J131,10.3390/e21010015,HfMoNbTiZr,,,BCC,S,AC,,,,C,1000,721,,,,,,,,,
J131,10.3390/e21010015,HfMoNbTaZr,,,BCC,S,AC,,,,C,1000,927,,,,,,,,,
J131,10.3390/e21010015,HfMoNbTaTi ,,,BCC,S,AC,,,,C,1000,778,,,,,,,,,
J131,10.3390/e21010015,HfMoNbTaTiZr,,,BCC,S,AC,,,,C,1200,556,,,,,,,,,
J131,10.3390/e21010015,HfMoTaTiZr,,,BCC,S,AC,,,,C,1200,404,,,,,,,,,
J131,10.3390/e21010015,HfMoNbTiZr,,,BCC,S,AC,,,,C,1200,301,,,,,,,,,
J131,10.3390/e21010015,HfMoNbTaZr,,,BCC,S,AC,,,,C,1200,694,,,,,,,,,
J131,10.3390/e21010015,HfMoNbTaTi ,,,BCC,S,AC,,,,C,1200,699,,,,,,,,,
J131,10.3390/e21010015,HfMoNbTaZr,,,BCC,S,AC,,,,C,1400,278,,,,,,,,,
J131,10.3390/e21010015,HfMoNbTaTi ,,,BCC,S,AC,,,,C,1400,367,,,,,,,,,
J132,10.3390/coatings9010016,CoCrFeNi,,,FCC,S,VHP,0.0276,,,,,,,,,,,,,,
J132,10.3390/coatings9010016,(CoCrFeNi)0.9(WC)0.1,,,FCC,S,VHP,0.0189,7.24 $\pm$ 0.02,475,,,,,,,,,,,,
J132,10.3390/coatings9010016,(CoCrFeNi)0.7(WC)0.3,,,FCC,S,VHP,0.0182,8.39 $\pm$ 0.03,531,,,,,,,,,,,,
J133,10.5755/j01.ms.25.3.19452,Al0.4FeCrCo1.5NiTi0.3,,,FCC + BCC,M,SPS,,,515 $\pm$ 16,C,25,2012 $\pm$ 20,,,17.52 $\pm$ 0.5,,,,,,
J134,10.1007/s11661-018-4646-8,HfNbTaTiZr,,,BCC,S,AC,,,,T,25,1438,1218,5,,91.5,,,,Hot Isostatically Pressed,
J134,10.1007/s11661-018-4646-8,HfNbTaTiZr,,,BCC,S,HIP + CR + A,,,,T,25,1159,1127,4.7,,99.2,,,,these are true strains but it's close enough ,
J134,10.1007/s11661-018-4646-8,HfNbTaTiZr,,,BCC,S,HIP + CR + A,,,,T,25,1134,1134,7.6,,109.1,,,,,
J134,10.1007/s11661-018-4646-8,HfNbTaTiZr,,,BCC,S,HIP + CR + A,,,,T,25,1094,1066,6,,105.3,,,,,
J134,10.1007/s11661-018-4646-8,HfNbTaTiZr,,,BCC,S,HIP + CR + A,,,,T,25,1071,964,4.6,,91.6,,,,,
J134,10.1007/s11661-018-4646-8,HfNbTaTiZr,,,BCC,S,HIP + CR + A,24.4,,,T,25,1107,977,13.9,,92.6,,,,,
J134,10.1007/s11661-018-4646-8,HfNbTaTiZr,,,BCC,S,HIP + CR + A,31.3,,,T,25,1115,830,18.5,,92.6,,,,,
J134,10.1007/s11661-018-4646-8,HfNbTaTiZr,,,BCC,S,HIP + CR + A,38.4,,,T,25,1114,935,12.2,,101.3,,,,,
J134,10.1007/s11661-018-4646-8,HfNbTaTiZr,,,BCC,S,HIP + CR + A,50.1,,,,,,,,,,,,,,
J134,10.1007/s11661-018-4646-8,HfNbTaTiZr,,,BCC,S,HIP + CR + A,21.9,,,,,,,,,,,,,,
J134,10.1007/s11661-018-4646-8,HfNbTaTiZr,,,BCC,S,HIP + CR + A,75.5,,,,,,,,,,,,,,
J135,10.1080/02670836.2018.1446267,AlNbTiZr,,,B2,S,AC,250,5.85,422 $\pm$ 15,C,25,1509,,8.6,,,,,,,
J135,10.1080/02670836.2018.1446267,AlNbTiZr,,,B2 + Zr5Al3,M,A,,,418 $\pm$ 15,C,25,1579,,17.8,,,,,,,
J135-18,10.1016/j.matlet.2015.08.099,AlNbTiVZr0.5,,,,,,,5.64,,C,25,1480,,>50,,,,,,,
J135-19,10.1179/1743284715Y.0000000032,AlNbTiZr,,,,,,,5.79,539.6,C,25,1080,,5.9,,,,,,,
J135-24,10.1016/j.actamat.2012.11.032,NbTiVZr,,,,,,,6.52,335,C,25,1105,,>50,,,,,,,
J135-24,10.1016/j.actamat.2012.11.032,CrNbTiZr,,,,,,,6.67,418,C,25,1260,,6,,,,,,,
new_ref_2,10.1002/maco.201709833,AlCrFeNiMo0.5,,,BCC+B2,M,AC,,,623.7,C,25,1914.1,4023.6,27.9,,,,,,,
new_ref_2,10.1002/maco.201709833,AlCrFeNiMo0.5Ti0.25,,,BCC+B2,M,AC,,,712,C,25,2161.7,3641.5,14.3,,,,,,,
new_ref_2,10.1002/maco.201709833,AlCrFeNiMo0.5Ti0.4,,,BCC+B2,M,AC,,,731.9,C,25,2185.1,3673.4,14.8,,,,,,,
new_ref_2,10.1002/maco.201709833,AlCrFeNiMo0.5Ti0.5,,,BCC+B2,M,AC,,,751.7,C,25,2228.7,3166.2,10.4,,,,,,,
new_ref_2,10.1002/maco.201709833,AlCrFeNiMo0.5Ti0.6,,,BCC+B2,M,AC,,,756.1,C,25,1314.5,1314.5,,,,,,,,
new_ref_2,10.1002/maco.201709833,AlCrFeNiMo0.5Ti0.75,,,BCC+B2,M,AC,,,766.2,C,25,618.8,618.8,,,,,,,,
new_ref_4,10.1016/j.matdes.2018.06.003,AlCrMoNb,,,Laves (C14)+A15,M,A,,,,,,,,,,,,,,,
new_ref_4,10.1016/j.matdes.2018.06.003,AlCrMoNb,,,Laves (C14)+A15,M,AC,,,,,,,,,,,,,,,
new_ref_4,10.1016/j.matdes.2018.06.003,AlHfNbTi,,,B2,S,A,,,,,,,,,,,,,,,
new_ref_4,10.1016/j.matdes.2018.06.003,AlHfNbTi,,,B2,S,AC,,,,,,,,,,,,,,,
new_ref_4,10.1016/j.matdes.2018.06.003,AlHfTaTi,,,B2,S,A,,,,,,,,,,,,,,,
new_ref_4,10.1016/j.matdes.2018.06.003,AlHfTaTi,,,B2,S,AC,,,,,,,,,,,,,,,
new_ref_4,10.1016/j.matdes.2018.06.003,AlMoNbTi,,,BCC+A15,M,A,,,,,,,,,,,,,,,
new_ref_4,10.1016/j.matdes.2018.06.003,AlMoNbTi,,,BCC,S,AC,,,509 $\pm$ 18,,,,,,,,,,,,
new_ref_4,10.1016/j.matdes.2018.06.003,AlNbTaTi,,,BCC+A15,M,A,,,,,,,,,,,,,,,
new_ref_4,10.1016/j.matdes.2018.06.003,AlNbTaTi,,,BCC,S,AC,,,458 $\pm$ 10,,,,,,,,,,,,
new_ref_4,10.1016/j.matdes.2018.06.003,CrMoTaTi,,,BCC,S,A,,,555 $\pm$ 24,,,,,,,,,,,,
new_ref_4,10.1016/j.matdes.2018.06.003,CrMoTaTi,,,BCC,S,AC,,,539 $\pm$ 32,,,,,,,,,,,,
new_ref_4,10.1016/j.matdes.2018.06.003,CrNbTaTi,,,BCC+Laves (C15),M,A,,,,,,,,,,,,,,,
new_ref_4,10.1016/j.matdes.2018.06.003,CrNbTaTi,,,BCC,S,AC,,,495 $\pm$ 26,,,,,,,,,,,,
new_ref_4,10.1016/j.matdes.2018.06.003,CrNbTiW,,,BCC+Laves (C15),M,A,,,630 $\pm$ 28,,,,,,,,,,,,
new_ref_4,10.1016/j.matdes.2018.06.003,CrNbTiW,,,BCC,S,AC,,,630 $\pm$ 24,,,,,,,,,,,,
new_ref_4,10.1016/j.matdes.2018.06.003,HfNbTaTi,,,BCC,S,A,,,280 $\pm$ 10,,,,,,,,,,,,
new_ref_4,10.1016/j.matdes.2018.06.003,HfNbTaTi,,,BCC,S,AC,,,270 $\pm$ 5,,,,,,,,,,,,
new_ref_4,10.1016/j.matdes.2018.06.003,MoNbTaTiW,,,BCC,S,A,,,482 $\pm$ 10,,,,,,,,,,,,
new_ref_4,10.1016/j.matdes.2018.06.003,MoNbTaTiW,,,BCC,S,AC,,,446 $\pm$ 32,,,,,,,,,,,,
new_ref_4,10.1016/j.matdes.2018.06.003,MoNbTaTi,,,BCC,S,A,,,407 $\pm$ 17,,,,,,,,,,,,
new_ref_4,10.1016/j.matdes.2018.06.003,MoNbTaTi,,,BCC,S,AC,,,431 $\pm$ 7,,,,,,,,,,,,
